entry_id,compound,efficiency (%),Open circuit voltage (V),Short circuit current density (A/m²),Fill factor,Band gap (eV)
kSn4Ec4dcYMYii4ymotKCimEieHU,MAPbI3,17.55,1.106,232.7,0.7020000000000001,1.6
kStd0nI_c3h6iugDEXhGEvkHP_Nf,FA0.4MA0.6PbI3,10.3,0.95,210.10000000000002,0.516,
kSxN_v9kPdcfz0Q3JbTHCchbAcSE,MAPbBr3,8.4,1.44,89.0,0.64,2.3
kT8SItzcr8IZKSpTa62NaNCKGsJH,(PEA)2MAPb2I4,10.1,1.05,190.7,0.51,
kT9gbT-pEn9uj24JCebKm7zaXLCP,MAPbI3,17.29,1.03,227.89999999999998,0.737,1.6
kTKHwNNOF1D0L8Ov-hmQ_EMU4Mcz,Cs0.05FA0.79MA0.16PbCs0.49FA2.51MA,10.16,0.885,209.1,0.53,1.63
kTPOmYn8uuVzR4uoz8IELKQEBdx6,MAPbI3,15.62,1.065,198.9,0.726,1.6
kTg8h2Ai1xmlQHGuRkD8ISbH-1p3,MAPbI3,18.84,1.087,228.70000000000002,0.758,1.6
kTgTNho6yKVzHJxvHykyKj5vW-iP,MAPb0.5Sn0.5I3,10.2,0.68,223.0,0.674,
kTh9upLjJoRtTzTVTr2aUtoifA8J,MAAg0.1Pb0.9Br3,0.255,0.831,12.1,1.017,2.3
kTl4lIsPa1BF7wVE1HBoqReT-xeR,Cs0.05FA0.81MA0.14PbBr0.45I2.55,7.23,0.84,168.79999999999998,0.51,1.6
kU0pf5OcLIEUhUnnpcae7TSInoP1,MAPbI3,7.8,0.94,133.0,0.61,1.6
kUBanXxLzInMMZz0UqiUDrzIz2YV,MAPbI3,11.7,0.94,199.0,0.62,
kUHAShpmPCnV5ee9ILgdpjw8scm0,MAPbBrI2,8.46,0.959,131.81,0.67,1.6999999999999997
kUSFxBAHtsA2UbjF18Bka7ND-tFh,MAPbI3,19.31,1.08,229.20000000000002,0.795,1.6
kUVw51f3yxJmm4BCfL-p48DI_Ju0,MAPbI3,2.82,0.91,47.0,0.66,1.6
kUcD4E4bSgf5H25i8s56h_VSFNLl,MAPbI3,11.79,1.017,195.10000000000002,0.59,1.6
kUoBviYpiKhx5k7LjELTN1T1haks,MAPbI3,4.2,0.7909999999999999,147.10000000000002,0.362,1.5
kUzpBiUf43NjqP46I-2OoxJX7H2-,MAPbI3,13.3,1.013,202.10000000000002,0.65,1.6
kV3uk48Yp8foARY8bNf73pV06nxc,MAPbI3,9.1,0.02,9.030000000000001,0.504,1.5499999999999998
kVEZmwHNlSwdRJfe1zrDsCJQREFC,MAPbI3,8.3,0.825,138.9,0.725,1.6
kVGSJgZw-qnH4KA0jUZcp-f0TfHF,MAPbI3,11.92,1.02,184.4,0.633,1.6
kVJqhPVmctme155o9VtCJC4JPowj,Cs0.05FA0.79MA0.16PbBr0.51I2.49,17.5,1.09,230.0,0.68,1.58
kVNHk9YRZhETHn5h5aWTQYMAiLc-,MAPbI3,12.0,,,,1.6
kVNxu90wjF36C2jBF4TeqGMa5w-k,Cs0.05FA0.79MA0.16Pb0.916Sn0.084Br0.52I2.48,10.4,0.67,221.0,0.7,1.38
kVRJXj0GchkZdTVtCmj8JLjF-nBO,MAPbI3,13.61,0.97,190.7,0.762,1.5
kVgX5LWSBmisDERMFC9CG_DrWXRO,MAPbI3,14.68,1.08,208.9,0.6679999999999999,1.5499999999999998
kVqJ1zr1vT4AxbyYcektemAa-5C4,MAPbI3,13.97,0.95,208.4,0.705,1.6
kW367Gip0t1wsrAqltomPBBFOxCX,MAPbI3,9.27,0.936,187.3,0.53,1.6
kWDP0G6ZR94G-TvIl1i5Dq02l4H1,MAPbI3,12.59,1.01,173.4,0.718,1.6
kWQcaS1rgd6K_iHIdSw_iyo21ApS,MAPbI3,5.95,0.78,122.0,0.6,1.6
kWSQiV5cA6myKaHdOYia8Y1lQ2es,MAPbI3,6.9,0.89,134.0,0.57,1.6
kWYj9O3n8tN9uzWNd-gOKVOoKlNr,MAPbI3,9.13,0.81,186.20000000000002,0.61,1.6
kWmWMIOQeFu8PkFuc1yFh09Z5mWQ,MAPbI3,13.83,0.93,205.10000000000002,0.72,1.6
kWurr4i3l85p8WkjvzWw1bs74Mn2,MAPbI3,9.6,0.74,234.1,0.5539999999999999,1.6
kWzcxJRedXSqprYWeB38nmf-EgwK,Cs0.05FA0.8MA0.15PbBr0.42I2.58,17.4,,,,
kXPOHAWa8KZpbaQ4WZPrTG_2yHOs,MAPbBr0.07I2.97,15.05,0.99,216.0,0.71,
kXQS2yyshH7vgMxZtXqwAxX8IHJ-,Cs0.05FA0.79MA0.16PbBr0.51I2.49,17.26,1.097,215.9,0.7290000000000001,
kXV8v8gdaM3Tf3irRaxGf3nvlp-b,MAPbI3,5.8,0.936,85.5,0.71,1.6
kXXdv7eJ4tuZRz7pZVyIHiONwwbt,MAPbI3,14.9,0.93,211.8,0.79,1.6
kX_wlvKq1UCiOv3hpA9cWsTATTQ-,MAPbI3,13.47,0.92,220.79999999999998,0.6629999999999999,1.6
kXgDW_aQPTWuc_UNDgd29maXVXI2,CsPbBrI2,9.5,1.3,131.3,0.7040000000000001,1.82
kXisUbDw1r8Tk7DPBaUb12zq7WUv,MAPbI3,12.03,0.906,202.7,0.655,1.6
kXjmAglJNqpAOe-3Ao6j15zQJyyF,MAPbI3,6.81,0.895,150.9,0.504,1.6
kXk0sjn0vSPIlprL9IRpuE98UBdl,MAPbI3,9.82,0.88,155.39999999999998,0.72,1.6
kXl9BUx8Jg9GLXJG8ckYfz7fVmgD,CsFAMAPbBrI,6.68,0.75,163.9,0.49,
kXokJWwp-WdI7jN6DFYqTnDDxmIS,MAPbI3,5.5,0.72,126.0,0.6,1.6
kXppQz5PBVcguoO8sK3srH-6vJdE,MAPbI3,7.8,0.84,145.0,0.64,1.6
kXuximQ1rx5kt3VFBzMxA0PTVpy0,MAPbI3,13.86,0.87,194.20000000000002,0.8190000000000001,1.6
kXwrABAgs8wWtVwFH1tZUX5d_qQD,MAPbI3,17.29,1.07,212.8,0.75,1.6
kXxB-aykTAuNiqsFD9Zsui4-c-Wq,MAPbI3,10.97,1.012,173.2,0.625,1.6
kY-QNug2O9uGi2hWzZrYwDZKCuTP,MAPbI3,6.86,0.91,139.5,0.54,1.6
kY5aPG3Zdt8XvP3tDXVBMecSIUmm,MAPbI3,10.8,,,,1.65
kYIcvIU-py3xYPO_eOtGy-52Gabz,MAPbI3,6.88,0.85,183.0,0.44,1.6
kYIig_0WUBknnWkI1bdu4L4fbppy,MAPbI3,11.9,0.99,192.0,0.62,1.6
kYNIese9p3jj5KUV0Fe-g901CfaD,FAPbI3,14.2,0.96,223.0,0.65,1.48
kYXNEqBUpP-airwRjw5xSVvNnwqX,MAPbI3,10.57,1.036,163.5,0.613,1.6
kYg7vq6-D1cE5Q0YGNbNfvgI8gT8,MAPbI3,13.93,0.95,206.20000000000002,0.711,1.59
kYkKgEEtwhUxu20wyTzWB6OFjHrm,MAPbI3,3.9,,,,1.6
kYm7vOYI51feGWzseRXR2VJIOJ45,MAPbI3,15.8,0.8640000000000001,233.0,0.774,1.6
kYrhQr9uqzqNPZge3rhqzr22qjV7,MAPbI3,19.41,1.1,228.9,0.7709999999999999,1.6
kZ7hCdgwqX-r9WlX_z7C2bgDuW3X,MAPbI3,13.23,0.97,190.6,0.71,1.6
kZ8H3rUdW0IpSIxhjxTUmV_L-KYU,FA0.85MA0.15PbBr0.45I2.55,18.62,1.09,226.4,0.75,
kZQFwARdNkOeagUYuiU999RZEDwP,MAPbI3,10.3,0.8420000000000001,186.1,0.652,1.6
kZS1N-qjMKlsL207EmyCd3zM6gXw,Cs0.2FA0.8PbI3,11.8,1.01,174.0,0.67,1.5150000000000001
kZd2jrjFxrB90HwR2h53RXQU1TW1,MAPbI3,15.04,1.06,201.0,0.706,1.6
kZj4sqxVQIVOVv7hF4QgPYCI14Vq,MASnBr2I,3.36,0.44,131.4,0.58,1.7700000000000002
kZjHjehZ6BTzLft2S_cveJeYNT9m,MAPbI3,9.13,0.903,192.7,0.524,1.6
kZoFbbX18rMTp3CFRHkY0nP1yUMs,MAPbI3,15.37,0.98,218.79999999999998,0.69,1.6
kZt-ugO0G3l9S0R307r7vCY7Ajal,MAPbI3,7.8,1.0,140.0,0.58,1.6
kZtARwCM0WqVfZpyI1wCy-np5qdX,MAPbI3,9.72,0.92,210.3,0.51,1.6
kZzKTpFhDBnGbLpfZ9OI3Qt1KFOc,Cs0.1FA0.9PbI3,18.66,1.11,226.29999999999998,0.74,
k_3SMWXBiKM7rt_f_9Maadj6iHm8,MAPbI3,11.7,0.98,176.0,0.69,1.6
k_81_pWUSeQfmDge9vNZoXqJBY40,MAPbBr0.75I2.25,4.11,0.85,90.1,0.54,1.67
k_Mt83WIKeN6yljPRkBt7dkJ3JCl,CsPbBrI2,10.57,1.11,138.9,0.685,
k_RLzQYggKePM7fyErT5k3iWDOLB,MAPbI3,4.05,0.597,160.84,0.422,1.58
k_SEMeWfTgaAR5NbViWGpOFfqTp1,MAPbI3,13.9,0.95,204.0,0.72,1.6
k_T1zSlnkKf4Ux7-GSltpxDSgBj0,MAPbI3,5.87,0.8590000000000001,149.70000000000002,0.457,1.56
k_bh5De80Bt5jNLKusOrmIDmsuUW,MAPbI3,19.5,1.09,223.5,0.8,1.6
k_fs_8rDx5DHCYcn_r8glUGoE01e,MAPbI3,8.9,0.81,166.0,0.6609999999999999,1.6
k_h9ixL_720CUy2f7XFCsWJFpvmZ,MAPbI3,15.4,1.0,198.9,0.77,1.6
k_kEDhFe1F7SV_k20kHr2GQvayx4,FA0.17MA0.83PbBr2I,3.48,0.939,50.949999999999996,0.736,1.9889999999999999
k_p1vpoKqedY6ETJymScpdo2kHqf,FA0.05MA0.95PbI3,13.82,1.034,219.1,0.61,1.5
k_sRjFVVseLqLF2937GAXOIg1wlr,MAPbI3,18.61,1.1,229.1,0.738,1.6
k_te4ThbeNs9KmQrXb8z_2wzyNGt,MAPbI3,13.52,0.95,209.3,0.68,1.6
k_xVf2ktzb_Lq5E6ELUULAd2Gnft,Cs0.05FA0.79MA0.16PbBr0.51I2.49,18.7,1.07,222.0,0.7979999999999999,
k_zBseeWOEcwTx5lwza-nAcWEmhl,FA0.85MA0.15PbBr0.45I2.55,15.0,1.09,219.3,0.63,
k_zjweSvk1LZj3RZYKBUtZvnWAbG,MAPbI3,8.28,0.78,155.7,0.67,1.6
ka1cNbh2Lb6qkkTiUukg4XN6gXel,MAPbI3,13.68,1.081,188.2,0.672,1.6
ka2NAA6SA5NdQ4YBPR1PPtNus2ti,MAPbI3,12.7,0.94,207.0,0.63,1.6
ka57eNf9jV0U8DgtdJnMnTsb1l41,MAPbI3,16.98,0.995,216.0,0.784,1.6
kaC2E1cfM_1P4EsVbF7nKr9e8Woc,Cs0.24FA0.76PbI3,12.24,1.02,202.5,0.528,
kaC905Ae4ayJxZBSMRGHq9Z6Kj8r,MAPbI3,14.03,0.953,200.2,0.735,1.61
kaGFjjI8lt1eI0bUMypCQkMxoGlW,MAPbI3,10.3,0.86,162.0,0.75,1.6
kaIGI-tVBulVxDtZ-qN3-aXJDxQZ,MAPbI3,7.54,0.98,128.4,0.58,1.6
kaJ8V-LsMAH4-VaWeYuN1jPA2bvt,MAPbI3,15.73,1.07,199.8,0.73,1.6
kaat7gTFX03vI_nCCzFEzXcBK3uD,FA0.9MA0.1PbBr0.1I2.9,19.3,1.07,227.10000000000002,0.797,1.56
kabQNLJuhbukxslNcy0mPDKjpQwZ,MAPbI3,6.3,0.94,213.0,0.316,1.6
kae8XICyEE-8z3HkmsxCfjnvh2vP,MAPbI3,8.88,0.915,188.39,0.515,1.58
kak3_AEOTKvSBRifQTOtYDMRQx_C,MAPbI3,14.27,0.99,203.0,0.71,1.6
kamLtjSW2o-2v948-KhNZJmifF2i,Cs0.17FA0.83PbBr0.51I2.49,9.32,0.962,184.0,0.527,
kangAgab7jOynvoqvraCDfOk2Z9k,MAPbI3,16.8,1.08,201.0,0.769,1.6
kaoQb-NZ8PpAw6vpwIwKihv9ar1W,Cs0.08FA0.77MA0.15PbBr0.51I2.49,9.92,0.898,169.74,0.651,1.6
kb-SQGqsqQG3EICEJ1Uex55zOMnn,MAPbI3,14.62,0.95,216.20000000000002,0.71,1.6
kb0nm5rTnErXDfZwL1STnIDitUPx,MAPbI3,14.22,0.985,202.7,0.7120000000000001,1.6
kb1SrYAjUZLUpB0_6B_V_kTJfvrF,MAPbI3,14.39,1.02,187.5,0.753,1.6
kb3F0yhrYfFZGbMifJmdrwIjTgTS,Cs0.05FA0.92MA0.3PbBr0.09I2.91,19.62,1.08,196.20000000000002,0.741,
kbL5X3m6owtk5Ty7ctjE1jGFab6t,Cs0.05FA0.15MA0.85PbI3,7.6,0.993,118.69999999999999,0.648,
kbLz0sfI31HpM8BmGof_PlYAkZrI,(PEA)2MA2Pb3I10,2.3,0.85,105.3,0.26,
kbYgXsSA-gHFL7XwbEvls2LEwdWI,MAPbI3,13.0,1.03,177.0,0.71,1.6
kbbdy1dC_HQ78EFuYQJbWTT9DvWM,FAPbI3,15.23,,228.1,0.665,1.54
kbo9zHHHSoeFyTy3HLm44jgmnTSP,MAPbBr3,5.35,1.5,51.3,0.695,2.3
kbyyd3zH1ImQS77HnNfYMUDLcW9B,Cs0.125FA0.875PbBr0.375I2.625,17.0,1.088,216.0,0.723,1.57
kc81dWFUjtmtJSP7uRakgDx1qrUA,Cs0.05FA0.83MA0.17PbBr0.17I0.83,14.61,0.986,215.6,0.69,
kc8I7jmALHeg5M47kbM-8MiaoLOb,MAPbI3,16.56,1.09,211.0,0.72,1.6
kcRjC4rzlDhe3LFrklG7_aZ4kG2C,FA0.85MA0.15PbBr0.45I2.55,19.54,1.11,219.84000000000003,0.8,
kcUhnZ013GKE28_80vYfd1IfGYRR,MAPbI3,6.16,0.8370000000000001,183.0,0.402,1.6
kccvIg5XAfcgqykD7in1uU7gdGCB,MAPbI3,10.5,0.84,164.20000000000002,0.72,1.5499999999999998
kcikMCnl5qn4yC0xIy4smhu2ke04,MAPb0Sn0.19I3,6.1,0.82,139.0,0.534,1.31
kcoM9fZnW5bkvDvpSp5ZO8xKCRKh,FAPbBr2.5I0.5,5.01,1.061,96.71,0.488,2.105
kctKLAz5Wjkdlqg6YUT9LN9zS1Kb,MAPbI3,6.2,0.83,118.69999999999999,0.63,1.6
kctOrXEWCvP8br_Bz1c6MLoaHc_o,MAPbI3,10.4,1.11,189.4,0.616,1.6
kctcaWut0IQnxQrkaGksm_5BGxDZ,FA0.15MA0.85PbI3,13.4,0.96,192.8,0.728,1.35
kd78hDO2frwqowO8DyiEPFVpnguG,Cs0.05FA0.8075MA0.1425PbBr0.45I2.55,19.64,1.14,227.0,0.7609999999999999,
kd8_mn5sRKuu4lQkjUXbhUSfKzzS,MAPbI3,11.4,0.879,175.0,0.74,1.6
kdAVbIuzzuOq8Ui0hh78Y9Aox3yu,MAPbI3,14.89,1.036,188.4,0.762,1.58
kdHl3glHvWN7S4aYKVItlVhZczBt,FAPbI3,10.2,1.04,138.0,0.71,1.48
kdLqFnF4X1p5zRX2UQQlrvwihF-x,Cs0.07FA0.7MA0.23PbBr0.69I2.31,20.71,1.121,241.0,0.767,
kdPEwEC7gSbWwV1dplPjkx-mHK8C,FA0.95MA0.05PbBr0.15I2.85,21.11,1.09,248.79999999999998,0.7809999999999999,
kdbACGCqVacd4Fz7CBQwy-dhOuKm,Cs0.15FA0.26MA0.59PbI3,18.0,1.065,218.0,0.777,
kdeOa6z_AJ45dd13wTcGpAlcjizS,MAPbI3,14.31,1.07,208.4,0.644,
kdnAmXkXmqKdbmFyoS6yyKscbMS9,FASnI3,2.69,0.46,104.60000000000001,0.56,
kdoPacPqYT4G7wMf-kGV-0H3fP8i,MAPbI3,12.5,0.975,194.26999999999998,0.66,1.6
kdsZesOFohHrc7OPyfZc362SkwnZ,Cs0.05FA0.79MA0.16PbBr0.51I2.49,11.6,0.97,202.0,0.6,
ke1Eu2lW5TeRuALM62Fif17mCHQV,MAPbI3,13.4,0.97,198.0,0.69,1.6
ke5AKwMPMRQLEBkZXTThdf3OrEFI,Cs0.08FA0.77MA0.15PbBr0.51I2.49,10.3,0.019,194.54999999999998,0.69,1.6
keBR4aADSmyEEVv2HaWo6KsCBfJH,CsPbBr2I,6.93,1.13,108.3,0.56,1.9199999999999997
keBuQ14QnxOKFH8qyV6yLPkr09GY,FAPbI3,16.5,1.06,228.0,0.7509999999999999,1.48
keNEa8ll3snyYNmNTd9hte0fcqut,MAPbI3,0.09,0.7,9.200000000000001,0.15,1.6
keUpfgL2tVXFgB6ILbAYT-NX_Jfa,FA0.83MA0.17PbBr0.0I2.51,17.0,,,,
keZMlpEGfuVK_KnSYs5sKYfZR1oA,MAPbI3,0.62,0.34,40.5,0.4479999999999999,1.6
keZsj2iVoLXuTmqwLwAFNg1c6DJ3,(PEA)2FA3Pb4I13,0.87,0.97,25.0,0.36,
kedzyFR5r8P6MRbQhxmnKMdW_XA2,MAPb0.75Sn0.25I3,13.1,0.74,253.0,0.698,
kemIIxR7yze8TDB1F2Kxy_L4qKO3,MAPbI3,16.5,1.074,200.0,0.768,1.6
keq71QdrSw86Cmby57njlWXQZDty,FA0.85MA0.15PbBr0.45I2.55,16.1,1.11,219.8,0.6579999999999999,
keyga0Heqh7O5IBNctLllcIot52N,CsPbBr3,8.38,1.37,78.7,0.78,2.26
kf40DdX5z80A1ORsbkT-ki8RRXbi,MAPbI3,11.45,1.04,157.5,0.72,1.58
kfDNf4bfPdPJyL-aIQ8BRRoUFGUI,MAPbI3,9.9,0.99,200.0,0.5,1.6
kfDR2AorHMZ2h6oSFnqqqTdnr3y1,MAPbI3,11.21,1.19,158.0,0.59,1.6
kfKTau27YLBoFwQG6VZupWxrKdH-,MAPbI3,11.07,0.98,199.89999999999998,0.57,1.6
kfWnyUdyxeY5qCYo97hVSNE57YTY,FA0.8MA0.2PbBr0.2I2.8,15.7,1.04,211.29999999999998,0.675,
kfbkl0fjLYtC3pbo9OAwza4oUnDB,MAPbI3,8.35,1.11,150.1,0.501,1.6
kfbsr8dCutxlJ69_o9Szqt5BL3Y_,MAPbI3,9.2,0.98,172.8,0.5429999999999999,1.6
kfbyTueiGXVEfTP_p_yvkaFW_rNx,MAPbI3,4.9,,,,1.6
kfghl2BRwDamTzcZ59BCkJk2UOIe,MAPbI3,17.13,1.022,226.1,0.741,1.5480000000000003
kfiQOOkwv1ylR6HIRTFBPztcs_GP,MAPbI3,10.3,0.92,150.0,0.7,1.6
kfoS5GZfPSK-amU52BdNURmV0YuW,MAPbI3,12.7,1.04,185.0,0.66,1.6
kfqhmcGgKYxgcdWVrWN8neXYE0JN,MAPbI3,4.91,0.57,129.0,0.67,1.6
kfuPPO37XiSaJv2lecG_Qq-AEaY1,FA0.6MA0.4PbI3,15.5,0.97,228.0,0.71,1.5499999999999998
kfuTKEdGADNg1GQyx6TBYPqDtQa6,MAPbI3,14.2,1.04,189.0,0.722,1.6
kfwaTLrKOjKXlx-2EHX4DeSOsoKu,MAPbI3,15.3,1.06,214.0,0.67,1.5499999999999998
kfxSJIU_auJXEX7-AAdQVtkVUdEb,FA0.85MA0.15PbBr0.45I2.55,18.8,1.09,223.5,0.773,
kg7iHINeDduhYND5w1wYIkT0sD0s,MAPbI3,6.0,0.92,94.0,0.69,1.6
kg9GIr-CVO4CD1fFZqDUylErx6jk,CsPbBr3,6.09,1.24,65.7,0.75,
kgEQyam92I0-ITOe3dBirDplliJr,MAPbI3,5.5,,,,1.5499999999999998
kgF0Qh4XHgDx2rIk1x_dE5Fu2JRs,MAPbI3,16.56,1.0,220.0,0.77,1.6
kgJBpgSCm9xUBbb9Ickp4cZpPHDY,MAPbI3,14.0,1.03,200.0,0.7,1.6
kgKa_dHj4-tw4cAsbdPsu-9uYWHC,MAPbI3,8.9,0.89,182.0,0.55,
kgM-hc6-i_RXOaxMQC19U4cVmosK,FA0.9MA0.1PbI3,20.59,1.1,232.89999999999998,0.804,1.525
kgNfdiaDZ26-A9RRhtwrqk35LMVv,MAPbI3,13.48,0.88,229.8,0.672,1.6
kgUqy7q1l_6IB6CD5Dn3cR7frAaM,MAPbI3,12.9,0.973,197.0,0.6709999999999999,1.56
kgnziimgKihm8_nkLX5H9akfZ3LU,MAPbI3,7.8,0.98,165.0,0.5,1.6
kgpIvJXtiZguOoKUpJXlGeUOxpXH,Cs0.05FA0.83MA0.12PbBr0.39I2.61,19.7,1.12,227.0,0.76,
khBzm_6o2epOW9MpRjjeP5_FpNh-,MAPbI3,2.6,0.96,0.08,0.32,1.58
khD1Q-Z1owRByupOE4QEwUIt4Zcd,MAPbI3,12.71,0.93,202.89999999999998,0.67,1.59
khQeJE6o-7AUolERiXDf_PQ4bJ1j,MAPbI3,14.15,1.05,212.5,0.634,1.6
khR5z3T4EeIu6v2aDQDLiSV8y1DB,MAPbI3,20.77,1.138,217.5,0.838,1.61
khqIuDwJBsep6vqLhhnY6D0owQol,MAPbBr0.225I2.775,11.78,0.98,185.79999999999998,0.65,
khqRTxKjvaLU4GAgUx40ghpTQtFc,MAPbI3,9.0,1.02,161.4,0.54,1.6
khrQHcs2gfWsMQO5ZoS1d-uoj2lh,MAPbI3,20.29,1.03,198.2,0.72,1.6
khsANsEr7Hxc4dU-gHULtRBBN34S,MAPbI3,10.8,0.92,191.0,0.62,1.6
khsOd6V9CTKaLB21o5LrXssqU3zB,Cs0.05FA0.7885MA0.1615PbBr0.51I2.49,17.7,1.13,217.0,0.73,1.5499999999999998
ki4PDc8fiDrjbb5r25Z6vyOrznVq,MAPbBr0.43I2.57,0.87,0.2,114.0,0.258,
ki7s42l-UAE3Fxz6FFwsVNh9jpcS,GU0.2MA0.8PbI3,17.7,1.08,213.0,0.77,
kiAHa9Ma_AUMXY-5R6WaWU9-wdXt,MAPbI3,8.0,0.8,150.0,0.67,1.6
kiF2uZvQvHd8RF3GE2PLEnX1I3YJ,MAPbI3,11.0,0.98,183.0,0.616,1.6
kiFxZQrGto6JT2JKKbYuTUgC4BS4,FA0.3MA0.7PbI3,9.73,0.99,193.29999999999998,0.51,
kiPYAZItcwr66mEVB0B5Au9Njk7t,Cs0.05FA0.79MA0.15PbBr0.51I2.49,18.22,1.1,224.7,0.73,
kiXQXuPeGsWyjBO16mceTn9nj2km,MAPbI3,10.7,0.91,190.0,0.63,1.6
kiXrPMooluNO2A1WV15UmO8DALn6,MAPbI3,15.32,1.186,205.0,0.67,1.6
kibZ0GqGB8cOJYri2sAi8C5OnFRt,Cs0.3FA0.7Pb0.7Sn0.3I3,13.8,0.71,244.4,0.74,1.3
kidGpwGKl7xNG2zqrYiwacM8hBcf,(5-AVA)0.05MA0.95PbI3,10.8,0.87,210.7,0.589,
kifcJQ0wS64ntx_POqk92M8KMrNH,MAPbI3,10.62,0.929,171.57,0.667,1.58
kih5YV4G1SXLC6ci2l3vEli8o6B1,MAPbI3,18.28,1.06,221.20000000000002,0.78,1.6
kioYhFXmUIJwPVDL8lQ87OSqWKg9,MAPbI3,17.24,0.96,249.7,0.72,1.5499999999999998
kiwQYMwC_BUHU7VLibZJwJL9q8Zc,MAPbI3,16.6,1.04,225.0,0.71,1.5
kj4xIcz_6ZljmWdc0ranUXr6NJAV,MAPbI3,18.5,1.09,237.0,0.71,1.6
kjLNfx0ILPrl-RuFCwbcwzdKpetE,Ag2Bi3I11,0.67,0.72,23.1,0.4,1.9199999999999997
kjPCxgT6SyV2ypFliA1YnlgxJyD4,FAPbI3,14.2,1.01,221.0,0.71,1.47
kjTSNRcaP5ihRjfnPGJI5dGtql7j,FA0.7MA0.3PbBr0.3I2.9,16.5,1.09,219.0,0.69,
kjfpSk61WuRv3wFtYq9vKyyJejad,MAPbI3,14.1,0.94,203.0,0.784,1.6
kjjt0py-GvF-hBXosHTcJuhbRXcD,MAPbI3,9.3,0.9,143.0,0.72,1.6
kjlBOe0AzuaGc7KEq_MVC8gfeFw7,MAPb0.75Sn0.25I3,13.06,0.75,248.70000000000002,0.704,
kjo1-Z2RhkQfF3U-Mb7Wl1pumDsX,Cs0.05FA0.79MA0.16PbBr0.49I2.51,14.05,1.039,192.10000000000002,0.7040000000000001,
kjpIw6mxB6K3oPaXFLpZW5yCBnmb,MAPbI3,13.06,1.01,244.0,0.53,1.6
kjwLWDdV_EhpicWm9p2-YDet42O-,MAPbI3,2.64,0.976,86.6,0.31,1.6
kk1uWbopyRC5BcGtpZ7qvwqkdUHF,MASnBr1.5Cl0.5I,1.87,0.356,110.60000000000001,0.475,1.97
kkJFK9B51Ln1Vf7aE4N-bEyCCLBR,GU0.1MA0.9PbI3,17.8,1.07,223.0,0.75,
kkM0EKZzKTfQ3571roa-xRXDQFoM,MAPbI3,13.32,0.95,207.7,0.675,1.6
kkT3Vp1AQyrran65gw55OlVXkFbh,FA0.85MA0.15PbBr0.45I2.55,14.4,1.048,192.44,0.718,
kkUFBCGVnO5vy0v8LSu8qDgdEC1m,MAPbI3,7.6,0.904,153.0,0.55,
kkcZ1vy3tsE4zl8DpHQ1KGhIJW6N,MAPbI3,10.7,0.9,196.0,0.612,1.6
kkjUlfvk4fCawTi9b0C7ciMSiYOl,MAPbI3,18.93,1.08,224.0,0.777,1.6
kknWMn8y1ovJoa1f69QgFxl6w_iG,Cs0.07FA0.775MA0.145PbBr0.45I2.55,18.74,1.1,231.5,0.736,
kktSAXJiGJzRUumq11AmG8rtUfyF,MAPbI3,15.2,1.08,180.6,0.777,1.6
kkwG6D6FxXR5I7Cz7SGRI1Fq37v-,MAPbI3,7.81,0.9,192.0,0.452,1.6
kl0LDBqAcpEDtLBIKtlMmohDc5_q,MAPbI3,29.44,0.86,1.35,0.67,1.6
kl5qxi7snx3dNk2pFF6yTU6hepqB,MAPbI3,1.1,0.78,32.0,0.44,1.6
kl8nZ5IJFHVsPdXtRRbVorU_PBYB,MAPbI3,17.59,1.04,230.79999999999998,0.73,1.6
klEtdGC-pXCBAiNWupNyvuhepALC,FA0.85MA0.15PbBr0.27I2.73,12.82,1.0,209.20000000000002,0.612,
klGZO2qPaTP59xA4CnDHh2bzeSeK,FAMAPbI3,18.82,1.0,240.9,0.7809999999999999,1.546
kl_U5Er7IM9n7rnjy3z3iRFgvC73,MAPbI3,13.6,1.13,209.0,0.58,1.6
klf-mxZybRquLf0tn1kCVqpBjfVO,Cs0.05FA0.79MA0.16PbCs0.49FA2.51MA,11.74,0.935,208.4,0.59,1.63
klirzGz2nhw9mBhwPNYvg338USMa,MAPbI3,14.12,1.01,199.60000000000002,0.711,1.6
klsVJNzBLaFHAmFrvjMPM4NyOXq9,MAPbI3,10.33,0.996,215.10000000000002,0.507,1.6
km1z6D-4njxTJqIkqLkI_-TxrClx,MAPbI3,12.4,0.92,180.0,0.74,1.6
km2UpALeMasFD3MWQWIJLlTcBiXZ,MAPbI3,7.91,0.82,174.0,0.55,1.56
kmA5NZDPaz2vnbL3D1jGZo45tj-j,MAPbI3,13.95,1.08,168.4,0.767,1.6
kmEx44TvGqKnu4xEGUDhf1ad9Nzk,CsPbI3,7.01,0.95,122.89999999999999,0.6,1.73
kmKjZgJRMVFr3muLbbo6eipZfxZe,CsPbBrI2,5.39,0.92,119.39999999999999,0.451,
kmMmImDfe0xSYwVAC5yZ5IL9visT,MAPbI3,11.8,0.92,158.0,0.76,1.6
kmQiJ3Dd5r7cG-9t1xvIcfvYqSJe,MAPbI3,17.37,1.06,215.7,0.763,1.6
kmVFU8qaYVmonToCEXOysCqO-NWe,MAPbI3,18.83,1.12,209.4,0.8,1.6
kmYRxqQ4FYCR006SnySW5TvziD8U,MAPbI3,15.99,1.055,192.0,0.789,1.6
